书名,作者,出版社,关键词,摘要,中国图书分类号,出版年月
柳公权楷书习字帖,路振平编,杭州浙江人民美术出版社,楷书书法教材,本书共分四章，内容包括用笔、结体、章法和创作等。,J,1996.06
明心见性书法篆刻集,马宏明书刻,贵阳贵州大学出版社,汉字法书作品集中国现代印谱,本书收录了作者历年创作的书法作品及篆刻作品近百件集辑成册。,J,2014.01
丹崖书论,林鹏,太原北岳文艺出版社,傅青主书法评论,本书是林鹏先生谈书法艺术的随笔集除收有一些序跋、评论外几乎都是研究傅山的随笔、札记一类的文章因而可以说本书是一本探析傅山人生轨迹追寻傅山艺术心理、论述登山文学、书法品质的专著林先生用文学化的语言、朴实又具诗性的文字为他的论断增加可信度和阅读的快乐。,J,2017.06
胡祥庭书法集,胡祥庭,阳光出版社,汉字书法作品集中国现代,书法艺术是我国特有的艺术，有着悠久的历史和优良的传统，是祖国珍贵文化遗产的一部分。本书收录了胡祥庭的书法作品，他在继承传统书艺的基础上，又多方取法当代高手，涉猎各种门类，是以书艺益进，书路亦得以扩展，真、草、篆、隶、行，无所不能，尤以草书为著。,J,2014.09
吴昌硕印存精粹,吴超,上海上海人民美术出版社,汉字印谱中国现代,吴昌硕，初名俊，又名俊卿，字昌硕，又署仓石、苍石，多别号，常见者有仓硕、老苍、老缶、苦铁、大聋、缶道人、石尊者等。浙江省孝丰县鄣吴村今湖州市安吉县人。晚清民国时期著名国画家、书法家、篆刻家，后海派代表，杭州西泠印社首任社长，与任伯年、蒲华、虚谷合称为清末海派四大家。他集诗、书、画、印为一身，融金石书画为一炉，被誉为石鼓篆书第人文人画最后的高峰。在绘画、书法、篆刻上都是旗帜性人物，在诗文、金石等方面均有很高的造诣。吴昌硕印存精粹根据家藏吴昌硕自用印存及部分流失海外的原印拓进行整理汇编，把他毕生所治之印的代表作精选出分享给更多吴昌硕，初名俊，又名俊卿，字昌硕，又署仓石、苍石，多别号，常见者有仓硕、老苍、老缶、苦铁、大聋、缶道人、石尊者等。浙江省孝丰县鄣吴村今湖州市安吉县人。晚清民国时期著名国画家、书法家、篆刻家，后海派代表，杭州西泠印社首任社长，与任伯年、蒲华、虚谷合称为清末海派四大家。他集诗、书、画、印为一身，融金石书画为一炉，被誉为石鼓篆书第人文人画最后的高峰。在绘画、书法、篆刻上都是旗帜性人物，在诗文、金石等方面均有很高的造诣。吴昌硕印存精粹根据家藏吴昌硕自用印存及部分流失海外的原印拓进行整理汇编，把他毕生所治之印的代表作精选出分享给篆刻爱好者进行观摩或珍藏。隐藏更多,J,2017.09
现代刻字艺术技法与创作,王志安,杭州西泠印社出版社,篆刻技法美术,本书共分为十章其主要内容包括刻字艺术概述刻字艺术比较刻字工具和材料现代刻字技法平面构成的基本形式立体与空间的基本形式肌理的形式语言色彩构成的基本形式等。,J,2017.04
中国书法丑书论,楚默,长沙湖南美术出版社,汉字书法研究中国,这是一本为丑书正名的书法理论专著，作者从西方美学中的审丑传统展开话题，进而梳理东方美学中的丑学观，之后系统评述了中国书法目前的丑书理论及丑书作品。这主要集中在第三章、第四章，包括南北朝丑书、项穆丑书观、傅山宁丑毋媚观、黄庭坚丑书、徐渭丑书等内容。本书后半部分，作者把视角移到当下，对丑书的基本定义、审美价值、批评体系等困扰当今书法界的重要问题进行了理论清理，通过区分日用丑书和审美丑书的界限，还艺术丑书以真正的面目，同时作者还提出了化丑为美的书法创作观，美的丑书，是艺术家的功夫精到完成的，有精湛的技巧，有深厚的底蕴，绝非随意涂抹，一味求怪。,J,2017.01
汪士华书法,王长金主编吴丽华，王康副主编汪士华,杭州西泠印社出版社,法书作品集中国现代,本书收录了书贵心悟、惠风和畅、妙悟自然、美丽中国、古诗三首、快乐、海阔天空尽在壶中等作品。,J,2014.02
西泉印存,王石经，陈进编,天津天津人民美术出版社,印谱中国清代印谱,本书收录了王石经所刻印章二百余方，以及吴大澂等名家题跋，并附有释文。,J,2014.09
美国英文书法手册圆体字,美埃莉诺温特斯编张帆翻译,南宁广西美术出版社,英文书法教材,圆体书法自世纪被英国的书法大师发展以来，一直因其流畅和优美而广受推崇，是社交书信、请柬和其他优雅交流中受欢迎的书写风格。本书作者，一位享有盛名的书法教师，将提供全面而又循序渐进的指导。在对圆体字短暂而又迷人的历史作一番介绍后，作者即开始深入地讲解字母、数字和标点符号的书写。每个字母都拆成各个笔画进行演示，讲解清晰透彻。读者还将读到关于彩色书写、正确用纸以及学习如何修版、改正与剪裁的详细介绍。此外，作者还展示如何用圆体字来写简单的段落和简短的语录或诗歌，解释信封、名片和请柬等商业用途的圆体字书写。,J,2017.01
六盘墨韵,海军，唐宏雄主编,银川阳光出版社,汉字法书作品集中国现代,本书法集是固原书法家协会会员书法作品集，荟萃了宁夏固原地区中国书法家协会会员陈昊、陈雪峰、齐国旺等人的代表作品，每人幅作品。本书法集充分展现了六盘山区书法家近年来的书法实力，是不可多得的书法佳作欣赏。,J,2014.05
书法信息学导论,杨海蛟编,郑州河南美术出版社,汉字书法艺术理论中国,本书以对书法创作、书法理论、书法家、书法思潮等相关内容与信息学探讨为中心，系统挖掘书法信息学的规律、特质，通过对书法演变、书法文献、书法作品等艺术文献的全面整理和研究，彰显书法的艺术价值、审美价值。,J,2011.01
颜真卿书王琳墓志,唐颜真卿,天津天津人民美术出版社,楷书碑帖中国唐代,颜真卿是我国历史上著名书法家，其在楷书艺术上创造了书法的里程碑，千百年来书法学习者均从颜体练习楷书开始，本书介绍了颜真卿早期楷书王琳墓志充分展示了颜体的艺术魅力。,J,2011.01
宋代高僧墨迹研究,胡建明,杭州西泠印社出版社,书法评论中国宋代,本书主要内容包括问题的提起时代划分的限定及其理由研究范围和方法先行研究的现状研究的目的和意义等。,J,2011.03
梁启超与中国书法,金玉甫编,郑州河南美术出版社,梁启超汉字书法艺术理论,本书通过对梁启超生平及著述的叙述，意在清末民初这个大文化背景中梳理梁启超对书学研究的以下成果、梁启超对书法功能的认识、梁启超对中国书法的研究、对学习书法方法的认识、对书法活动及对后世的影响。,J,2010.09
楷书教程颜真卿颜勤礼碑解析,路振平编,天津天津人民美术出版社,楷书书法教材,本书是中国书法培训教程中的一册，选取颜真卿礼碑为蓝本，经过处理翻制成墨迹，并配有米字格，以方便初学者学习掌握，具有很强的实用性。,J,2010.04
楷书教程欧阳询九成宫醴泉铭解析,路振平编,天津天津人民美术出版社,楷书书法教材,本书是中国书法培训教程中的一册，选取欧阳询九成宫醴泉铭为蓝本，经过处理翻制成墨迹，并配有米字格，以方便初学者学习掌握，具有很强的实用性。,J,2010.04
兰亭序技法解析,雒三桂编,北京人民美术出版社,行书书法中国东晋时代行书书法,本书主要对兰亭序技法作了解答和分析。全书由专业画家精心打造书中还收集了大量优秀作品的范本对于正准备书法考试的读者和书法爱好者来说是一本不错的临摹范本。,J,2010.06
行书常用字典,周世闻主编,成都四川美术出版社,行书书法字典,汉字是世界上最古老的文字之一，迄今为止有万余个，较为常见的有余。汉字的书写是中国传统的文化艺术，几千年来，深受国人喜爱和文化界的追捧。历代以书法扬名者众多，书法作品浩如烟海。为满足广大业余书法爱好者的临摹和学习，本书以最常用的余汉字为基础，收集整理了历代书体余字，能够满足广大普通书法爱好者学习需求。本册为行书常用字典。,J,2016.05
四体书歌,张海,郑州河南美术出版社,汉字书法作品集中国现代,本书内容包括篆书歌及释义隶书歌及释义行草书歌及释义楷书歌及释义。,J,2016.03
行书涉要,安士进，赵业玉,北京中国书店,行书榉醋鱴,行书涉要是安士进、赵业玉合力完成的行书创作理论图书。讲述行书，行书是在隶书的基础上发展起源的，介于楷书、草书之间的一种字体，是为了弥补楷书的书写速度太慢和草书的难于辨认而产生的。行是行走的意思，因此它不像草书那样潦草，也不像楷书那样端正。实质上它是楷书的草化或草书的楷化。楷法多于草法的叫行楷，草法多于楷法的叫行草。,J,2016.01
张海草书千字文,张海书,杭州西泠印社出版社,草书法书作品集中国现代,本书为草书书法作品。千字文即由一千字组成的韵文。南朝梁武帝时期员外散骑侍郎周兴嗣奉皇命从王羲之书法中选取个字编纂成文是为中国历史上第一篇千字文。,J,2016.02
张海篆书千字文,张海书,杭州西泠印社出版社,篆书法书作品集中国现代,本书为篆书书法作品。千字文即由一千字组成的韵文。南朝梁武帝时期员外散骑侍郎周兴嗣奉皇命从王羲之书法中选取个字编纂成文是为中国历史上第一篇千字文。,J,2016.02
字体与视觉系统应用设计,张越华,沈阳辽宁美术出版社,美术字字体设计教学研究视觉,本书由字体设计标志设计和企业视觉形象设计三部分组成。,J,2016.01
当代书法美学的反思与重构,王毅霖,福州海峡文艺出版社,汉字书法美学文集,本书为福建师范大学学术学位研究生王毅霖的博士学位论文集。传统书法美学与现代性形成的张力及其复杂性远远超越我们的想象与预期。在许多其他门类学科如文学、美学等关于学科史的重构与反思已成为理论冷饭之时作者不惮于以浅薄的知识基础尝试通过对书法的传统与现代的关系、传统内部、现代性等维度进行分析反思二者的行程与现状并借以建构自己的逻辑分析系统以新的视角与方式思考书法现代性未来发展的可能性。,J,2016.06
颜真卿书法常用字典,周世闻主编,成都四川美术出版社,汉字法书中国唐代字典,本书选取最常用的汉字两千余个，精心考证和校对，并参考相关工具书如辞海现代汉语辞典的部首检字法编排。书中所收字体，为颜真卿传世书迹。,J,2016.05
